model,file_number,true_label,pred_label,is_correct,raw_response,error,prompt_tokens,completion_tokens,total_tokens
google/gemma-4-31b-it,3919,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,1972,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,5629,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,3371,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,9037,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,4418,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,7860,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,4225,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,1359,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,5188,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,3615,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,7379,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,5017,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,295,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,8285,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,2672,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,6952,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,3123,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,6970,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,7407,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,9320,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,3394,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,6088,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,8887,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,2652,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,1160,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,7469,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,3981,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,6562,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,129,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,6399,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,1805,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,6835,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,7993,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,9270,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,6226,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,5237,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,8776,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,4904,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,6507,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,2429,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,4107,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,8891,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,8989,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,4931,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,1207,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,1686,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,5620,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,217,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,7227,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,5682,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,1823,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,9609,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,6402,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,2295,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,9565,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,2680,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,8946,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,3308,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,5710,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,8411,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,7153,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,2348,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,5781,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,4304,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,3632,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,5551,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,2605,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,1384,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,2479,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,9100,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,4003,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,9450,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,963,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,6469,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,1885,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,5985,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,8541,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,3251,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,8147,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,8683,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,5799,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,3554,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,1378,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,8800,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,6994,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,1556,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,3848,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,2977,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,4183,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,2494,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,9974,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,727,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,6742,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,8585,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,5785,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,5597,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,589,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,2241,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,3600,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,2061,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,2409,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,784,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,402,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,8791,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,2167,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,765,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,7592,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,8708,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,5395,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,3994,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,7485,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,3581,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,6116,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,4995,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,9396,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,3499,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,753,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,8289,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,7939,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,2114,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,9624,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,8829,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,9391,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,9442,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,3202,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,3070,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,2492,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,8279,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,9949,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,7715,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,7874,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,5167,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,9035,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,6074,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,5923,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,1998,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,9205,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,2738,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,9281,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,4976,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,4713,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,770,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,8268,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,5463,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,3179,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,1321,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4252,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,5815,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,2650,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,7111,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,3094,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,2601,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,3348,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,8777,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,7143,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,8250,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,8249,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,7768,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,3676,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,2657,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,5810,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,4544,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,7644,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,9918,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,2428,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4953,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,2797,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,2998,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,7415,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,7079,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,849,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,9273,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,4115,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,2777,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,6057,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,7534,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,6443,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,4996,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,4926,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,7197,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,1736,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,6747,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,5196,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,9738,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,7226,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,5138,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,1956,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,8026,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,1414,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,9839,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,959,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,5455,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,9898,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,6645,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,8381,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,5844,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,3915,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,8227,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,1586,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,7807,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,848,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,5541,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,6538,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,7614,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,5932,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,5423,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,3542,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,9154,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,8966,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,433,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,4523,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,8718,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,1295,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,3395,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,8616,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,2275,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,5533,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,4870,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,1981,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,3983,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,3818,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,3610,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,6385,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,9268,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4029,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,1541,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,6191,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,7116,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,7357,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,3825,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,449,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,3749,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,4104,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,6732,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,7086,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,2022,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,1158,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,1174,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,6658,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,3639,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4457,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,8087,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,4825,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,999,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,8907,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,9555,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,7690,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,464,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,5439,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,493,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,5945,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,4789,4,,0,,http_402,0,0,0
google/gemma-4-31b-it,1524,7,,0,,http_402,0,0,0
google/gemma-4-31b-it,1211,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,9026,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,3635,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,1757,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,2488,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,5038,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,6878,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,1495,9,,0,,http_402,0,0,0
google/gemma-4-31b-it,8382,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,2196,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,4057,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,6169,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,586,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,3,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,9315,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,2641,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,5865,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,145,5,,0,,http_402,0,0,0
google/gemma-4-31b-it,4914,2,,0,,http_402,0,0,0
google/gemma-4-31b-it,7381,3,,0,,http_402,0,0,0
google/gemma-4-31b-it,5177,8,,0,,http_402,0,0,0
google/gemma-4-31b-it,2182,6,,0,,http_402,0,0,0
google/gemma-4-31b-it,5304,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,4809,0,,0,,http_402,0,0,0
google/gemma-4-31b-it,9663,1,,0,,http_402,0,0,0
google/gemma-4-31b-it,3464,0,,0,,http_402,0,0,0
